"club_id","club_number","club_name","address1","club_name_identifier","address2","locator","city","state","zip","country","phone","fax","email","website_url","open","map"
"909","703","Walnut Creek","1533A Palos Verdes Mall","Walnut Creek - 703","","Palos Verdes Mall near Lunardi's","Walnut Creek","CA","94597","USA","9259388006","","walnutcreekca@snapfitness.com","www.snapfitness.com/walnutcreekca","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_703.pdf"
"911","549","Woodstock","1400 North Seminary Ave","Woodstock - 549","","On Route 47 1/2 mile South of the Country Building","Woodstock","IL","60098","USA","8153387627","","woodstockil@snapfitness.com","www.snapfitness.com/woodstockil","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_549.pdf"
"912","385","Crystal Lake","450 North Route 31","Crystal Lake - 385","","near Jimmy Johns and Enterprise","Crystal Lake","IL","60012","USA","8154447627","","crystallakeil@snapfitness.com","www.snapfitness.com/crystallakeil","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_385.pdf"
"915","559","Erie","2249 West 38th Street","Erie - 559","","Located in Plaza 38 next to Subway","Erie","PA","16506","USA","8148337333","","erie3@snapfitness.com","www.snapfitness.com/erie3","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_559.pdf"
"924","375","Plaquemine","58630 Bellview Road","Plaquemine - 375","","","Plaquemine","LA","70764","USA","225-687-6271","","plaquemine@snapfitness.com","www.snapfitness.com/plaquemine","Yes",""
"930","655","Stone Ridge","42015 Village Center Plaza","Stone Ridge - 655","","Village Center Plaza near Harris Teeter","Stone Ridge","VA","20105","USA","7035425502","","stoneridge@snapfitness.com","www.snapfitness.com/stoneridge","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_655.pdf"
"939","900","Quincy","6228 Broadway","Quincy - 900","Prairie Trail Shopping Center","Near Lowe's & Next to Great Clips","Quincy","IL","62305","USA","2172233488","","quincyil@snapfitness.com","www.snapfitness.com/quincyil","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_900.pdf"
"940","497","Saline","1359 East Michigan Ave.","Saline - 497","","Country Market Shopping Center","Saline","MI","48176","USA","7344294567","","saline@snapfitness.com","www.snapfitness.com/saline","Yes",""
"943","564","St. Marys","1182 Indiana Avenue","St. Marys - 564","","","St. Marys","OH","45885","USA","4193009623","","stmarys@snapfitness.com","www.snapfitness.com/stmarys","Yes",""
"945","340","Edinboro","606 Erie Street","Edinboro - 340","","Giant Eagle Plaza on rt 99","Edinboro","PA","16412","USA","8142731100","","edinboro@snapfitness.com","www.snapfitness.com/edinboro","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_340.pdf"
"947","1600","Atlanta-LaVista Walk","1167 LaVista Road","Atlanta-LaVista Walk - 1600","","","Atlanta","GA","30324","USA","4047937398","","lavistawalk@snapfitness.com","www.snapfitness.com/lavistawalk","Yes",""
"949","562","Danville","779 East Main Street","Danville - 562","","In the Kroger Shopping Center","Danville","IN","46122","USA","3177455330","","danville@snapfitness.com","www.snapfitness.com/danville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_562.pdf"
"952","904","Mattoon","140 Dettro Drive","Mattoon - 904","","Next to Buffalo Wild Wings","Mattoon","IL","61938","USA","2172350020","","mattoonil@snapfitness.com","www.snapfitness.com/mattoonil","Yes",""
"953","516","Duluth","102 East Central Entrance","Duluth - 516","","Next to Mcdonalds","Duluth","MN","55811","USA","2187272544","","duluth3@snapfitness.com","www.snapfitness.com/duluth3","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_516.pdf"
"958","804","Clayton","6451 Clayton Road","Clayton - 804","Suite A","claytonmo@snapfitness.com","St. Louis","MO","63117","USA","3148750234","","claytonmo@snapfitness.com","www.snapfitness.com/claytonmo","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_804.pdf"
"963","409","Jackson","1527 Horton Road","Jackson - 409","","Corner of Weatherwax and Horton Rd.","Jackson","MI","49203","USA","5177821001","","jacksonmi@snapfitness.com","www.snapfitness.com/jacksonmi","Yes",""
"966","481","Pearl","200 Riverwind East Dr.","Pearl - 481","","INTERSECTION OF I-20 AND PEARSON DR. Next to McAlister's Deli.","Pearl","MS","39208","USA","7692338249","","pearl@snapfitness.com","www.snapfitness.com/pearl","Yes",""
"969","583","Kansas City","6300 N. Chatham Avenue","Kansas City - 583","","Tremont Square Plaza","Kansas City","MO","64151","USA","8167417766","","kansascity@snapfitness.com","www.snapfitness.com/kansascity","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_583.pdf"
"971","597","Lincoln","4010 North 27th Street","Lincoln - 597","","27th and Superior (by Applebees)","Lincoln","NE","68521","USA","4024667627","","lincoln5@snapfitness.com","www.snapfitness.com/Lincoln5","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_597.pdf"
"974","456","Streetsboro","9374 Market Square Drive","Streetsboro - 456","","SR 43 & Market Sq Dr","Streetsboro","OH","44241","USA","3306263882","","streetsboro@snapfitness.com","www.snapfitness.com/streetsboro","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_456.pdf"
"975","852","Aurora","317 East Garfield Rd","Aurora - 852","","SR 82 just 1/2 mile east of SR 306","Aurora","OH","44202","USA","3309950795","","auroraoh@snapfitness.com","www.snapfitness.com/auroraoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_852.pdf"
"980","841","Phoenixville","785 Starr Street","Phoenixville - 841","Suite 114 ","ACME Shopping Center","Phoenixville","PA","19460","USA","6109339050","","phoenixville@snapfitness.com","www.snapfitness.com/phoenixville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_841.pdf"
"981","486","Drexel Hill","1011 Pontiac Road","Drexel Hill - 486","","Pilgrim Gardens Shopping Center","Drexel Hill","PA","19026","USA","6107894646","","drexelhill@snapfitness.com","www.snapfitness.com/drexelhill","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_486.pdf"
"983","471","Columbus","1290 Double Churches Rd","Columbus - 471","","Across from Double Churches school","Columbus","GA","31904","USA","7065077627","","columbusga2@snapfitness.com","www.snapfitness.com/columbusga2","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_471.pdf"
"990","433","Fountain Hills","13525 N. Fountain Hills Blvd.","Fountain Hills - 433","","","Fountain Hills","AZ","85268","USA","4808373901","","fountainhills@snapfitness.com","www.snapfitness.com/fountainhills","Yes",""
"993","522","Douglassville","180 Old Swede Rd.","Douglassville - 522","","Across from Redner's Market","Douglassville","PA","19518","USA","6103855555","","douglassville@snapfitness.com","www.snapfitness.com/douglassville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_522.pdf"
"995","853","Roseville","26700 Gratiot Ave","Roseville - 853","","East Side of Gratiot South of I696","Roseville","MI","48066","USA","5864434437","","rosevillemi@snapfitness.com","www.snapfitness.com/rosevillemi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_853.pdf"
"996","523","Highland","2825 East Highland Rd.","Highland - 523","Suite #119","In the Spring Valley Retail Center","Highland","MI","48356","USA","2487149686","","highland@snapfitness.com","www.snapfitness.com/highland","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_523.pdf"
"998","575","Woodbury East","9900 Valley Creek Road","Woodbury East - 575","","Near Valley Creek Rd & Woodbury Dr","Woodbury","MN","55125","USA","6517391320","","woodburyeast@snapfitness.com","www.snapfitness.com/woodburyeast","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_575.pdf"
"999","400","Lees Summit","881 LeMans Lane","Lees Summit - 400","Raintree Village Shopping Ctr.","Ward Rd & 150 Hwy","Lee's Summit","MO","64082","USA","8166239775","","leessummit@snapfitness.com","www.snapfitness.com/leessummit","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_400.pdf"
"1000","1095","La Crosse-Bluffside","1806 State Rd. 16","La Crosse-Bluffside - 1095","","Off Hwy 16 - Next to TCI","La Crosse","WI","54601","USA","6087817627","","bluffsidelax@snapfitness.com","www.snapfitness.com/bluffsidelax","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1095.pdf"
"1011","431","Port Charlotte","701 JC Center Court","Port Charlotte - 431","","Located Peachland & Veterans Blvd","Port Charlotte","FL","33954","USA","9417667627","","portcharlotte@snapfitness.com","www.snapfitness.com/portcharlotte","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_431.pdf"
"1017","591","Oak Ridge","5716 Berkshire Valley Road","Oak Ridge - 591","","","Oak Ridge","NJ","07438","USA","9734094299","","jeffersonnj@snapfitness.com","www.snapfitness.com/jeffersonnj","Yes",""
"1019","1071","New Castle","1214 Beaver Brook Plaza","New Castle - 1071","","Bever Brook Plaza next to Food Lion","New Castle","DE","19720","USA","3023261212","","newcastle@snapfitness.com","www.snapfitness.com/newcastle","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1071.pdf"
"1024","494","Union","29 Silo Drive","Union - 494","(Union Silo Plaza)","Across from East Central College","Union","MO","63084","USA","6365832259","","union@snapfitness.com","www.snapfitness.com/union","Yes",""
"1036","511","Wantage","455 State Route 23","Wantage - 511","","A&P Shopping Plaza","Wantage","NJ","07461","USA","9738750600","","wantage@snapfitness.com","www.snapfitness.com/wantage","Yes",""
"1037","470","North Sioux City","317 Dakota Dunes Blvd.","North Sioux City - 470","","","North Sioux City","SD","57049","USA","6052328713","","northsiouxcitysd@snapfitness.com","www.snapfitness.com/northsiouxcitysd","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_470.pdf"
"1044","568","Jeffersonville","2903 East 10th Street","Jeffersonville - 568","","","Jeffersonville","IN","47130","USA","8122837627","","jeffersonvillein@snapfitness.com","www.snapfitness.com/jeffersonvillein","Yes",""
"1045","659","Las Vegas","9325 S. Cimarron #100","Las Vegas - 659","Mountains Edge (Cimarron & Blue Diamond)","Blue Diamond & Cimarron","Las Vegas","NV","89178","USA","7022547627","","lasvegas6@snapfitness.com","www.snapfitness.com/lasvegas6","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_659.pdf"
"1048","678","Mason","4200 Aero Drive","Mason - 678","Corner of Western Row & Tylersville near I-71","Corner of Tylersville & Western Row near I-71","Mason","OH","45040","USA","5132297300","","masonoh@snapfitness.com","www.snapfitness.com/masonoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_678.pdf"
"1049","1200","Maineville","5952 S. State Route 48","Maineville - 1200","","1 & 1/2 blocks North of Rt. 22","Maineville","OH","45039","USA","5134800999","","maineville@snapfitness.com","www.snapfitness.com/maineville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1200.pdf"
"1051","714","Lincoln S","5900 S 85th","Lincoln S - 714","(84th & Old Cheny)","Just South of Fireworks!","Lincoln","NE","68526","USA","4024891123","","lincoln4@snapfitness.com","www.snapfitness.com/lincoln4","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_714.pdf"
"1052","913","Wright City","10 Wildcat Dr.","Wright City - 913","","At Exit 199 Wright City","Wright City","MO","63390","USA","636-745-8222","","wrightcitymo@snapfitness.com","www.snapfitness.com/wrightcitymo","Yes",""
"1063","501","Holyoke","506 Westfield Road","Holyoke - 501","","","Holyoke","MA","01040","USA","4135327627","","holyoke@snapfitness.com","www.snapfitness.com/holyoke","Yes",""
"1064","491","Aylett","7283 Richmond - Tappahannock Hwy.","Aylett - 491","","","Aylett","VA","23009","USA","8047697627","","kingwilliam@snapfitness.com","www.snapfitness.com/kingwilliam","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_491.pdf"
"1065","617","Prospect","6031 Timber Ridge Dr","Prospect - 617","","US 42 & Timber Ridge Drive (Kroger)","Prospect","KY","40059","USA","5022287275","","prospectky@snapfitness.com","www.snapfitness.com/prospectky","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_617.pdf"
"1070","1208","Los Altos","955 Fremont Ave.","Los Altos - 1208","","Loyola Corners area of Los Altos","Los Altos","CA","94024","USA","6509485500","","losaltos@snapfitness.com","www.snapfitness.com/losaltos","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1208.pdf"
"1073","477","Roselle","863 E. Nerge Rd.","Roselle - 477","","SE corner of Nerge & Plum Grove Rds","Roselle","IL","60172","USA","6309806997","","roselle@snapfitness.com","www.snapfitness.com/roselle","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_477.pdf"
"1080","594","Vernon","514 State Route 515","Vernon - 594","","","Vernon","NJ","07462","USA","9737647627","","vernonnj@snapfitness.com","www.snapfitness.com/vernonnj","Yes",""
"1081","541","Marshall","1404 South Odell","Marshall - 541","","","Marshall","MO","65340","USA","6608864455","","marshallmo@snapfitness.com","www.snapfitness.com/marshallmo","Yes",""
"1084","1011","Marmora","4 W. Roosevelt Blvd.","Marmora - 1011","Over 34th St Bridge from OC","ShopRite Shopping Center","Marmora","NJ","08223","USA","6093283379","","marmora@snapfitness.com","www.snapfitness.com/marmora","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1011.pdf"
"1085","563","Somers Point","3 Bethel Road","Somers Point - 563","","ShopRite Shopping Ctr. near Staples","Somers Point","NJ","08244","USA","6093283379","","somerspoint@snapfitness.com","www.snapfitness.com/somerspoint","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_563.pdf"
"1089","613","Hubbard","123 East Liberty Street","Hubbard - 613","","Across from Hubbard Post Office","Hubbard","OH","44425","USA","3305340101","","hubbardoh@snapfitness.com","www.snapfitness.com/hubbardoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_613.pdf"
"1090","452","Beaufort","1718 Live Oak st","Beaufort - 452","","Beaufort Square Shopping center","Beaufort","NC","28516","USA","2527283357","","beaufort@snapfitness.com","www.snapfitness.com/beaufort","Yes",""
"1091","859","Perkasie","1143 N. 5th St.","Perkasie - 859","","Glenwood Village Shopping Center","Perkasie","PA","18944","USA","2152578877","","perkasiepa@snapfitness.com","www.snapfitness.com/perkasiepa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_859.pdf"
"1096","574","Plymouth, MI","521 Ann Arbor Rd.","Plymouth, MI - 574","","1/4 mile east of Main St.","Plymouth","MI","48170","USA","7342072000","","plymouthmi@snapfitness.com","www.snapfitness.com/plymouthmi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_574.pdf"
"1099","578","Colonial Heights","3107 Boulevard","Colonial Heights - 578","","Colonial Square Shopping Center","Colonial Heights","VA","23834","USA","8045260060","","colonialheightsva@snapfitness.com","www.snapfitness.com/colonialheightsva","Yes",""
"1101","561","Glenview","1527 Waukegan Road","Glenview - 561","","Waukegan North of Lake by Staples","Glenview","IL","60025","USA","8477247627","","glenview@snapfitness.com","www.snapfitness.com/glenview","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_561.pdf"
"1104","1027","Prairieville-Galvez","40306 Highway 42","Prairieville-Galvez - 1027","","Next to Ascension Parish Library","Galvez","LA","70769","USA","2256227627","","galvez@snapfitness.com","www.snapfitness.com/galvez","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1027.pdf"
"1106","593","Bon Air","3008 Stony Point Rd.","Bon Air - 593","","Forest Hill Ave & W Huguenot Rd (Next to Martin's)","Richmond","VA","23235","USA","8042727627","","bonair@snapfitness.com","www.snapfitness.com/bonair","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_593.pdf"
"1111","540","Richardson","4101 E. Renner Rd.","Richardson - 540","Suite 110","Snap Fitness","Richardson","TX","75082","USA","9722319888","","richardson@snapfitness.com","www.snapfitness.com/richardson","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_540.pdf"
"1118","622","Olathe","16587 W. 151st Street","Olathe - 622","","SE Corner, 151st & Mur Len","Olathe","KS","66062","USA","9137640400","","olathe2@snapfitness.com","www.snapfitness.com/olathe2","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_622.pdf"
"1121","459","Bogalusa","401 Austin Street","Bogalusa - 459","","(Old Train Depot)","Bogalusa","LA","70427","USA","9857321774","","bogalusa@snapfitness.com","www.snapfitness.com/bogalusa","Yes",""
"1125","924","Versailles","479 Lexington Rd.","Versailles - 924","","Across from Woodford Feed","Versailles","KY","40383","USA","8598793575","","versaillesky@snapfitness.com","www.snapfitness.com/versaillesky","Yes",""
"1126","815","Lawrenceburg","1004 Bypass North","Lawrenceburg - 815","","In front of Walmart","Lawrenceburg","KY","40342","USA","5028390030","","lawrenceburgky@snapfitness.com","www.snapfitness.com/lawrenceburgky","Yes",""
"1133","570","North Chili","4390 Buffalo Road","North Chili - 570","North Chili Town Plaza","Located in the North Chili Plaza","North Chili","NY","14514","USA","5855943348","","northchiliny@snapfitness.com","www.snapfitness.com/northchiliny","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_570.pdf"
