"LOCATIONNUMBER","OLDLOCATIONID","LOCATIONID","NAME","PHONE","EMAIL","ADDRESS1","ADDRESS2","CITY","STATE","POSTALCODE","COUNTRY","BUSINESSENTITYCODE","LOCATIONSTATUSNAME","LOCATIONSTATUSCODE","WEBSITEURL","LOCATIONDESCRIPTION","LOCATIONNAMEIDENTIFIER","ISCORPORATE","MAP"
"1441","","2421","Allentown","609-357-1177","allentownnj@snapfitness.com","1278 Yardville-Allentown Rd","","Allentown","NJ","08501","USA","snapfitness","Open","open","www.snapfitness.com/allentownnj","","Allentown - 1441","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1441.pdf"
"1445","","4106","Coatesville","484-786-5132","coatesville@snapfitness.com","118-120 Airport Road","","Coatesville","PA","19320","USA","snapfitness","Open","open","www.snapfitness.com/coatesville","","Coatesville - 1445","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1445.pdf"
"1448","","4559","Oxford","484-365-2533","oxfordpa@snapfitness.com","603 Oxford Commons Dr.","","Oxford","PA","19363","USA","snapfitness","Open","open","www.snapfitness.com/oxfordpa","","Oxford - 1448","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1448.pdf"
"1449","","4230","Warren","814--31-3-14","warrenpa@snapfitness.com","2767 Market Street","","Warren","PA","16365","USA","snapfitness","Open","open","www.snapfitness.com/warrenpa","","Warren - 1449","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1449.pdf"
"145","","113","Las Vegas","702--58-6-30","lasvegas2@snapfitness.com","8360 N. Decatur Blvd.","Suite 106","North Las Vegas","NV","89131","USA","snapfitness","Open","open","www.snapfitness.com/lasvegas2","","Las Vegas - 145","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_145.pdf"
"1450","","4231","Alexandria","859-448-5540","alexandriaky@snapfitness.com","7025 Alexandria Pike","","Alexandria","KY","41001","USA","snapfitness","Open","open","www.snapfitness.com/alexandriaky","","Alexandria - 1450","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1450.pdf"
"1451","","4240","Mt. Pleasant","724-204-8411","mtpleasantpa@snapfitness.com","310 Countryside Plaza ","Route 819 South","Mt. Pleasant","PA","15666","USA","snapfitness","Open","open","www.snapfitness.com/mtpleasantpa","","Mt. Pleasant - 1451","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1451.pdf"
"1455","","4232","Hebron","859-586-6100","hebron@snapfitness.com","1990 North Bend Rd.","","Hebron","KY","41048","USA","snapfitness","Open","open","www.snapfitness.com/hebron","","Hebron - 1455","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1455.pdf"
"1456","","4309","Monterey","831--37-3-39","montereyca@snapfitness.com","399 Lighthouse Avenue","","Monterey","CA","93940","USA","snapfitness","Open","open","www.snapfitness.com/montereyca","","Monterey - 1456","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1456.pdf"
"1457","","4084","Scappoose","503--98-7-70","scappoose@snapfitness.com","33464 Havlik Road","","Scappoose","OR","97056","USA","snapfitness","Open","open","www.snapfitness.com/scappoose","","Scappoose - 1457","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1457.pdf"
"1459","","4217","Mt. Orab","937--44-4-52","mtorab@snapfitness.com","127 North Point Drive","","Mt. Orab","OH","45154","USA","snapfitness","Open","open","www.snapfitness.com/mtorab","","Mt. Orab - 1459","0",""
"146","","175","Radcliff","270-351-1348","radcliff@snapfitness.com","147 E. Lincoln Trail","","Radcliff","KY","40160","USA","snapfitness","Open","open","www.snapfitness.com/radcliff","","Radcliff - 146","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_146.pdf"
"1460","","4704","Buckeye","480-745-2465","buckeye@snapfitness.com","410 East Highway 85","","Buckeye","AZ","85326","USA","snapfitness","Open","open","www.snapfitness.com/buckeye","","Buckeye - 1460","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1460.pdf"
"1461","","4573","Ashland Downtown","541--20-1-24","ashlandor@snapfitness.com","310 Oak Street","","Ashland","OR","97520","USA","snapfitness","Open","open","www.snapfitness.com/ashlandor","","Ashland Downtown - 1461","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1461.pdf"
"1462","","2366","Mansfield","419--61-0-21","mansfieldoh@snapfitness.com","1034 Ashland Road","","Mansfield","OH","44905","USA","snapfitness","Open","open","www.snapfitness.com/mansfieldoh","","Mansfield - 1462","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1462.pdf"
"1465","","4338","Daly City","650--99-3-82","dalycity@snapfitness.com","6403 Mission Street","","Daly City","CA","94014","USA","snapfitness","Open","open","www.snapfitness.com/dalycity","","Daly City - 1465","0",""
"1467","","4736","Shakopee","952--31-4-99","shakopee169@snapfitness.com","1282 Vierling Drive East","","Shakopee","MN","55379","USA","snapfitness","Open","open","www.snapfitness.com/shakopee169","","Shakopee - 1467","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1467.pdf"
"1468","","4734","Macomb","309--73-1-43","macombil@snapfitness.com","212 E. Calhoun Street Suite C","","Macomb","IL","61455","USA","snapfitness","Open","open","www.snapfitness.com/macombil","","Macomb - 1468","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1468.pdf"
"1469","","4737","Claxton","912-225-1211","claxton@snapfitness.com","214C North Duval Street","","Claxton","GA","30417","USA","snapfitness","Open","open","www.snapfitness.com/claxton","","Claxton - 1469","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1469.pdf"
"1471","","4749","Centerville","641--56-9-70","centervilleia@snapfitness.com","710 North 18th Street","","Centerville","IA","52544","USA","snapfitness","Open","open","www.snapfitness.com/centervilleia","","Centerville - 1471","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1471.pdf"
"1472","","4752","Raton","575--30-3-08","raton@snapfitness.com","1100 South 2nd Street Suite C","","Raton","NM","87740","USA","snapfitness","Open","open","www.snapfitness.com/raton","","Raton - 1472","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1472.pdf"
"148","","8","Amherst","715--82-4-SN","amherst@snapfitness.com","167 North Main","","Amherst","WI","54406","USA","snapfitness","Open","open","www.snapfitness.com/amherst","","Amherst - 148","0",""
"1481","","4769","Corry","814--46-2-24","corry@snapfitness.com","113 West Smith Street","","Corry","PA","16407","USA","snapfitness","Open","open","www.snapfitness.com/corry","","Corry - 1481","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1481.pdf"
"1482","","4781","Carson City","616-548-5794","carsoncity@snapfitness.com","420 West Main Street","","Carson City","MI","48811","USA","snapfitness","Open","open","www.snapfitness.com/carsoncity","","Carson City - 1482","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1482.pdf"
"1484","","4784","Grants","505-240-6009","grants@snapfitness.com","698 E. Roosevelt Ave.","","Grants","NM","87020","USA","snapfitness","Open","open","www.snapfitness.com/grants","","Grants - 1484","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1484.pdf"
"1485","","4711","North Arlington","682-888-1463","northarlingtontx@snapfitness.com","2800 Forestwood Drive, Suite 130","Next to Clicks","Arlington","TX","76006","USA","snapfitness","Open","open","www.snapfitness.com/northarlingtontx","","North Arlington - 1485","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1485.pdf"
"1486","","4633","Portland-Sellwood","503--33-4-18","portlandsellwood@snapfitness.com","7110 SE Milwaukie Ave.","","Portland","OR","97202","USA","snapfitness","Open","open","www.snapfitness.com/portlandsellwood","","Portland-Sellwood - 1486","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1486.pdf"
"1487","","4796","Saugatuck","616-928-1988","saugatuck@snapfitness.com","3467 Blue Star Highway","","Saugatuck","MI","49453","USA","snapfitness","Open","open","www.snapfitness.com/saugatuck","","Saugatuck - 1487","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1487.pdf"
"1488","","4738","Keizer","503-400-6344","keizer@snapfitness.com","5442 River Road North","","Keizer","OR","97303","USA","snapfitness","Open","open","www.snapfitness.com/keizer","","Keizer - 1488","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1488.pdf"
"1489","","4068","Poquoson","757-659-0074","poquoson@snapfitness.com","475-G Wythe Creek Road","","Poquoson","VA","23662","USA","snapfitness","Open","open","www.snapfitness.com/poquoson","","Poquoson - 1489","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1489.pdf"
"149","","16","Baldwin","715--68-8-68","baldwin@snapfitness.com","570 10th Ave","","Baldwin","WI","54002","USA","snapfitness","Open","open","www.snapfitness.com/baldwin","","Baldwin - 149","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_149.pdf"
"1490","","4746","Dublin","614--35-6-83","dublinoh@snapfitness.com","5615 Woerner-Temple Road","","Dublin","OH","43017","USA","snapfitness","Open","open","www.snapfitness.com/dublinoh","","Dublin - 1490","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1490.pdf"
"1496","","2091","Paducah","270-908-0311","loneoak@snapfitness.com","2540 Lone Oak Rd.","Suite C","Paducah","KY","42003","USA","snapfitness","Open","open","www.snapfitness.com/loneoak","","Paducah - 1496","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1496.pdf"
"1497","","1684","Easthampton","413--52-9-22","easthampton@snapfitness.com","39 Union Street","","Easthampton","MA","01027","USA","snapfitness","Open","open","www.snapfitness.com/easthampton","","Easthampton - 1497","0",""
"1499","","4817","Blackwell","580-262-6700","blackwell@snapfitness.com","827 West Doolin Ave. Suite B","","Blackwell","OK","74631","USA","snapfitness","Open","open","www.snapfitness.com/blackwell","","Blackwell - 1499","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1499.pdf"
"15","","43","Chippewa Falls","715-723-0602","chippewafalls@snapfitness.com","475 Chippewa Mall Drive #305","","Chippewa Falls","WI","54729","USA","snapfitness","Open","open","www.snapfitness.com/chippewafalls","","Chippewa Falls - 15","0",""
"1503","","4843","Shelby","419-342-4000","shelby@snapfitness.com","209 Mansfield Ave.","","Shelby","OH","44875","USA","snapfitness","Open","open","www.snapfitness.com/shelby","","Shelby - 1503","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1503.pdf"
"1506","","4714","Caledonia","616--53-6-26","caledonia@snapfitness.com","9321 Cherry Valley Ave.","","Caledonia","MI","49316","USA","snapfitness","Open","open","www.snapfitness.com/caledonia","","Caledonia - 1506","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1506.pdf"
"1508","","5510","Bayswater","089-471-7490","bayswater@snapfitness.com.au","497 Guilford Road","","Bayswater","WA","6053","AUS","snapfitness","Open","open","www.snapfitness.com/bayswater","","Bayswater - 1508","0",""
"151","","62","Eagan - Cliff Lake Rd.","651-289-3070","eagan2@snapfitness.com","1960 Cliff Lake Rd. Suite 115","","Eagan","MN","55122","USA","snapfitness","Open","open","www.snapfitness.com/eagan2","","Eagan-Cliff Lake Rd. - 151","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_151.pdf"
"1510","","5514","Baton Rouge","225-767-6271","batonrougela@snapfitness.com","9828 Bluebonnet Blvd. Suite G","","Baton Rouge","LA","70810","USA","snapfitness","Open","open","www.snapfitness.com/batonrougela","","Baton Rouge - 1510","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1510.pdf"
"1511","","4740","Lilburn","470-422-7735","lilburn@snapfitness.com","375 Rockbridge Road","Suite 148","Lilburn","GA","30047","USA","snapfitness","Open","open","www.snapfitness.com/lilburn","","Lilburn - 1511","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1511.pdf"
"1513","","4595","Perth CBD","045-070-7627","perthcbd@snapfitness.com.au","1st Floor 109 Murray Street","","Perth","WA","6000","AUS","snapfitness","Open","open","www.snapfitness.com/perthCBD","","Perth CBD - 1513","0",""
"1514","","4494","Columbus-Mansfield","609-534-5255","columbusnj@snapfitness.com","23202 Columbus Road, Suite A","","Columbus-Mansfield","NJ","08022","USA","snapfitness","Open","open","www.snapfitness.com/columbusnj","","Columbus-Mansfield - 1514","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1514.pdf"
"1516","","4460","Gosnells","040-197-8879","gosnells@snapfitness.com.au","2227 Albany Highway","","Gosnells","WA","6110","AUS","snapfitness","Open","open","www.snapfitness.com/gosnells","","Gosnells - 1516","0",""
"1518","","5529","Christchurch-Ferrymead","--","ferrymead@snapfitness.com","Shop 7, Ferrymead Central Retail","","Christchurch-Ferrymead","CA","8023","NZL","snapfitness","Open","open","www.snapfitness.com/ferrymead","","Christchurch-Ferrymead - 1518","0",""
"1519","","5531","Blenheim","035-776-296","blenheim@snapfitness.com","73-75 Grove Road","","Blenheim","MA","7201","NZL","snapfitness","Open","open","www.snapfitness.com/blenheim","","Blenheim - 1519","0",""
"152","","63","Eagan - Diffley Rd.","651-204-0943","eagan3@snapfitness.com","525 Diffley Rd.","","Eagan","MN","55123","USA","snapfitness","Open","open","www.snapfitness.com/eagan3","","Eagan-Diffley Rd. - 152","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_152.pdf"
"1526","","4775","South Ogden","801-392-5502","southogden@snapfitness.com","1479 East 5600 South","","South Ogden","UT","84403","USA","snapfitness","Open","open","www.snapfitness.com/southogden","","South Ogden - 1526","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1526.pdf"
"1527","","4490","Myaree","041-149-4826","myaree@snapfitness.com.au","122 North Lake Road","","Myaree","WA","6154","AUS","snapfitness","Open","open","www.snapfitness.com/myaree","","Myaree - 1527","0",""
"153","","19","Baton Rouge","225-751-1881","batonrouge2@snapfitness.com","17002 Jefferson Hwy","","Baton Rouge","LA","70817","USA","snapfitness","Open","open","www.snapfitness.com/batonrouge2","","Baton Rouge - 153","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_153.pdf"
"1531","","4660","Spring Hill","931-451-1199","springhilltn@snapfitness.com","2047 Wall Street","","Spring Hill","TN","37174","USA","snapfitness","Open","open","www.snapfitness.com/springhilltn","","Spring Hill - 1531","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1531.pdf"
"1532","","5572","Armadale","040-2 2-18 3","armadale@snapfitness.com.au","92 Third Road","","Armadale","WA","6112","AUS","snapfitness","Open","open","www.snapfitness.com/armadale","","Armadale - 1532","0",""
"1535","","4745","Erie-Harborcreek","814-314-8588","harborcreekpa@snapfitness.com","4059 Buffalo Road","","Erie-Harborcreek","PA","16510","USA","snapfitness","Open","open","www.snapfitness.com/harborcreekpa","","Erie-Harborcreek - 1535","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1535.pdf"
"1536","","5560","Crosby","832--83-8-48","crosbytx@snapfitness.com","6500 N. FM 2100","Suite 290","Crosby","TX","77532","USA","snapfitness","Open","open","www.snapfitness.com/crosbytx","","Crosby - 1536","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1536.pdf"
"1537","","4548","Dallas","214--39-3-92","rollingstrongdallas@snapfitness.com","7383 Bonnie View Rd.","","Dallas","TX","75241","USA","snapfitness","Open","open","www.snapfitness.com/rollingstrongdallas","","Dallas - 1537","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1537.pdf"
"154","","191","Sartell","320-252-7627","sartell@snapfitness.com","809 10th Ave. N.","","Sartell","MN","56377","USA","snapfitness","Open","open","www.snapfitness.com/sartell","","Sartell - 154","0",""
"1542","","5595","Chicago-South Loop","312--53-3-46","southloop@snapfitness.com","1212 South Michigan Ave.","","Chicago","IL","60605","USA","snapfitness","Open","open","www.snapfitness.com/southloop","","Chicago-South Loop - 1542","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1542.pdf"
"1544","","4679","Sherman","217--38-1-49","sherman@snapfitness.com","131 Illini Drive","","Sherman","IL","62684","USA","snapfitness","Open","open","www.snapfitness.com/sherman","","Sherman - 1544","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1544.pdf"
"1548","","5604","Cleveland","281-761-2668","clevelandtx@snapfitness.com","1715 E. Houston Street","","Cleveland","TX","77327","USA","snapfitness","Open","open","www.snapfitness.com/clevelandtx","","Cleveland - 1548","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1548.pdf"
"1549","","4687","Clewiston","863-983-3000","clewistonfl@snapfitness.com","920 West Sugarland Highway","","Clewiston","FL","33440","USA","snapfitness","Open","open","www.snapfitness.com/clewistonfl","","Clewiston - 1549","0","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1549.pdf"
"155","","100","Hugo","651-464-4833","hugo@snapfitness.com","14755 Victor Hugo Blvd.","Ste. 107 & 108","Hugo","MN","55038","USA","snapfitness","Open","open","www.snapfitness.com/hugo","","Hugo - 155","0",""
"1550","","5607","Rangiora","--","rangiora@snapfitness.com","8-10 High Street","","Rangiora","CA","7400","NZL","snapfitness","Open","open","www.snapfitness.com/rangiora","","Rangiora - 1550","0",""
"1552","","4716","Medina","330--39-1-72","medinaoh@snapfitness.com","1106 North Court St.","","Medina","OH","44256","USA","snapfitness","Open","open","www.snapfitness.com/medinaoh","","Medina - 1552","1","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\locmap_1552.pdf"
